#<date in matlab serial format>	<date in the format dd mmm yyyy>	<time index>
733845	13 Mar 2009	8378
733848	16 Mar 2009	8379
733849	17 Mar 2009	8380
733850	18 Mar 2009	8381
733851	19 Mar 2009	8382
733852	20 Mar 2009	8383
733855	23 Mar 2009	8384
733856	24 Mar 2009	8385
733857	25 Mar 2009	8386
733858	26 Mar 2009	8387
733859	27 Mar 2009	8388
733862	30 Mar 2009	8389
733863	31 Mar 2009	8390
733864	01 Apr 2009	8391
733865	02 Apr 2009	8392
733866	03 Apr 2009	8393
733869	06 Apr 2009	8394
733870	07 Apr 2009	8395
733871	08 Apr 2009	8396
733872	09 Apr 2009	8397
733876	13 Apr 2009	8398
733877	14 Apr 2009	8399
733878	15 Apr 2009	8400
733879	16 Apr 2009	8401
733880	17 Apr 2009	8402
733883	20 Apr 2009	8403
733884	21 Apr 2009	8404
733885	22 Apr 2009	8405
733886	23 Apr 2009	8406
733887	24 Apr 2009	8407
733890	27 Apr 2009	8408
733891	28 Apr 2009	8409
733892	29 Apr 2009	8410
733893	30 Apr 2009	8411
733894	01 May 2009	8412
733897	04 May 2009	8413
733898	05 May 2009	8414
733899	06 May 2009	8415
733900	07 May 2009	8416
733901	08 May 2009	8417
733904	11 May 2009	8418
733905	12 May 2009	8419
733906	13 May 2009	8420
733907	14 May 2009	8421
733908	15 May 2009	8422
733911	18 May 2009	8423
733912	19 May 2009	8424
733913	20 May 2009	8425
733914	21 May 2009	8426
733915	22 May 2009	8427
733919	26 May 2009	8428
733920	27 May 2009	8429
733921	28 May 2009	8430
733922	29 May 2009	8431
733925	01 Jun 2009	8432
733926	02 Jun 2009	8433
733927	03 Jun 2009	8434
733928	04 Jun 2009	8435
733929	05 Jun 2009	8436
733932	08 Jun 2009	8437
733933	09 Jun 2009	8438
733934	10 Jun 2009	8439
733935	11 Jun 2009	8440
733936	12 Jun 2009	8441
733939	15 Jun 2009	8442
733940	16 Jun 2009	8443
733941	17 Jun 2009	8444
733942	18 Jun 2009	8445
733943	19 Jun 2009	8446
733946	22 Jun 2009	8447
733947	23 Jun 2009	8448
733948	24 Jun 2009	8449
733949	25 Jun 2009	8450
733950	26 Jun 2009	8451
733953	29 Jun 2009	8452
733954	30 Jun 2009	8453
733955	01 Jul 2009	8454
733956	02 Jul 2009	8455
733960	06 Jul 2009	8456
733961	07 Jul 2009	8457
733962	08 Jul 2009	8458
733963	09 Jul 2009	8459
733964	10 Jul 2009	8460
733967	13 Jul 2009	8461
733968	14 Jul 2009	8462
733969	15 Jul 2009	8463
733970	16 Jul 2009	8464
733971	17 Jul 2009	8465
733974	20 Jul 2009	8466
733975	21 Jul 2009	8467
733976	22 Jul 2009	8468
733977	23 Jul 2009	8469
733978	24 Jul 2009	8470
733981	27 Jul 2009	8471
733982	28 Jul 2009	8472
733983	29 Jul 2009	8473
733984	30 Jul 2009	8474
733985	31 Jul 2009	8475
733988	03 Aug 2009	8476
733989	04 Aug 2009	8477
733990	05 Aug 2009	8478
733991	06 Aug 2009	8479
733992	07 Aug 2009	8480
733995	10 Aug 2009	8481
733996	11 Aug 2009	8482
733997	12 Aug 2009	8483
733998	13 Aug 2009	8484
733999	14 Aug 2009	8485
734002	17 Aug 2009	8486
734003	18 Aug 2009	8487
734004	19 Aug 2009	8488
734005	20 Aug 2009	8489
734006	21 Aug 2009	8490
734009	24 Aug 2009	8491
734010	25 Aug 2009	8492
734011	26 Aug 2009	8493
734012	27 Aug 2009	8494
734013	28 Aug 2009	8495
734016	31 Aug 2009	8496
734017	01 Sep 2009	8497
734018	02 Sep 2009	8498
734019	03 Sep 2009	8499
734020	04 Sep 2009	8500
734024	08 Sep 2009	8501
734025	09 Sep 2009	8502
734026	10 Sep 2009	8503
734027	11 Sep 2009	8504
734030	14 Sep 2009	8505
734031	15 Sep 2009	8506
734032	16 Sep 2009	8507
734033	17 Sep 2009	8508
734034	18 Sep 2009	8509
734037	21 Sep 2009	8510
734038	22 Sep 2009	8511
734039	23 Sep 2009	8512
734040	24 Sep 2009	8513
734041	25 Sep 2009	8514
734044	28 Sep 2009	8515
734045	29 Sep 2009	8516
734046	30 Sep 2009	8517
734047	01 Oct 2009	8518
734048	02 Oct 2009	8519
734051	05 Oct 2009	8520
734052	06 Oct 2009	8521
734053	07 Oct 2009	8522
734054	08 Oct 2009	8523
734055	09 Oct 2009	8524
734058	12 Oct 2009	8525
734059	13 Oct 2009	8526
734060	14 Oct 2009	8527
734061	15 Oct 2009	8528
734062	16 Oct 2009	8529
734065	19 Oct 2009	8530
734066	20 Oct 2009	8531
734067	21 Oct 2009	8532
734068	22 Oct 2009	8533
734069	23 Oct 2009	8534
734072	26 Oct 2009	8535
734073	27 Oct 2009	8536
734074	28 Oct 2009	8537
734075	29 Oct 2009	8538
734076	30 Oct 2009	8539
734079	02 Nov 2009	8540
734080	03 Nov 2009	8541
734081	04 Nov 2009	8542
734082	05 Nov 2009	8543
734083	06 Nov 2009	8544
734086	09 Nov 2009	8545
734087	10 Nov 2009	8546
734088	11 Nov 2009	8547
734089	12 Nov 2009	8548
734090	13 Nov 2009	8549
734093	16 Nov 2009	8550
734094	17 Nov 2009	8551
734095	18 Nov 2009	8552
734096	19 Nov 2009	8553
734097	20 Nov 2009	8554
734100	23 Nov 2009	8555
734101	24 Nov 2009	8556
734102	25 Nov 2009	8557
734104	27 Nov 2009	8558
734107	30 Nov 2009	8559
734108	01 Dec 2009	8560
734109	02 Dec 2009	8561
734110	03 Dec 2009	8562
734111	04 Dec 2009	8563
734114	07 Dec 2009	8564
734115	08 Dec 2009	8565
734116	09 Dec 2009	8566
734117	10 Dec 2009	8567
734118	11 Dec 2009	8568
734121	14 Dec 2009	8569
734122	15 Dec 2009	8570
734123	16 Dec 2009	8571
734124	17 Dec 2009	8572
734125	18 Dec 2009	8573
734128	21 Dec 2009	8574
734129	22 Dec 2009	8575
734130	23 Dec 2009	8576
734131	24 Dec 2009	8577
734135	28 Dec 2009	8578
734136	29 Dec 2009	8579
734137	30 Dec 2009	8580
734138	31 Dec 2009	8581
734142	04 Jan 2010	8582
734143	05 Jan 2010	8583
734144	06 Jan 2010	8584
734145	07 Jan 2010	8585
734146	08 Jan 2010	8586
734149	11 Jan 2010	8587
734150	12 Jan 2010	8588
734151	13 Jan 2010	8589
734152	14 Jan 2010	8590
734153	15 Jan 2010	8591
734157	19 Jan 2010	8592
734158	20 Jan 2010	8593
734159	21 Jan 2010	8594
734160	22 Jan 2010	8595
734163	25 Jan 2010	8596
734164	26 Jan 2010	8597
734165	27 Jan 2010	8598
734166	28 Jan 2010	8599
734167	29 Jan 2010	8600
734170	01 Feb 2010	8601
734171	02 Feb 2010	8602
734172	03 Feb 2010	8603
734173	04 Feb 2010	8604
734174	05 Feb 2010	8605
734177	08 Feb 2010	8606
734178	09 Feb 2010	8607
734179	10 Feb 2010	8608
734180	11 Feb 2010	8609
734181	12 Feb 2010	8610
734185	16 Feb 2010	8611
734186	17 Feb 2010	8612
734187	18 Feb 2010	8613
734188	19 Feb 2010	8614
734191	22 Feb 2010	8615
734192	23 Feb 2010	8616
734193	24 Feb 2010	8617
734194	25 Feb 2010	8618
734195	26 Feb 2010	8619
734198	01 Mar 2010	8620
734199	02 Mar 2010	8621
734200	03 Mar 2010	8622
734201	04 Mar 2010	8623
734202	05 Mar 2010	8624
734205	08 Mar 2010	8625
734206	09 Mar 2010	8626
734207	10 Mar 2010	8627
734208	11 Mar 2010	8628
734209	12 Mar 2010	8629
734212	15 Mar 2010	8630
734213	16 Mar 2010	8631
734214	17 Mar 2010	8632
734215	18 Mar 2010	8633
734216	19 Mar 2010	8634
734219	22 Mar 2010	8635
734220	23 Mar 2010	8636
734221	24 Mar 2010	8637
734222	25 Mar 2010	8638
734223	26 Mar 2010	8639
734226	29 Mar 2010	8640
734227	30 Mar 2010	8641
734228	31 Mar 2010	8642
734229	01 Apr 2010	8643
734233	05 Apr 2010	8644
734234	06 Apr 2010	8645
734235	07 Apr 2010	8646
734236	08 Apr 2010	8647
734237	09 Apr 2010	8648
734240	12 Apr 2010	8649
734241	13 Apr 2010	8650
734242	14 Apr 2010	8651
734243	15 Apr 2010	8652
734244	16 Apr 2010	8653
734247	19 Apr 2010	8654
734248	20 Apr 2010	8655
734249	21 Apr 2010	8656
734250	22 Apr 2010	8657
734251	23 Apr 2010	8658
734254	26 Apr 2010	8659
734255	27 Apr 2010	8660
734256	28 Apr 2010	8661
734257	29 Apr 2010	8662
734258	30 Apr 2010	8663
734261	03 May 2010	8664
734262	04 May 2010	8665
734263	05 May 2010	8666
734264	06 May 2010	8667
734265	07 May 2010	8668
734268	10 May 2010	8669
734269	11 May 2010	8670
734270	12 May 2010	8671
734271	13 May 2010	8672
734272	14 May 2010	8673
734275	17 May 2010	8674
734276	18 May 2010	8675
734277	19 May 2010	8676
734278	20 May 2010	8677
734279	21 May 2010	8678
734282	24 May 2010	8679
734283	25 May 2010	8680
734284	26 May 2010	8681
734285	27 May 2010	8682
734286	28 May 2010	8683
734290	01 Jun 2010	8684
734291	02 Jun 2010	8685
734292	03 Jun 2010	8686
734293	04 Jun 2010	8687
734296	07 Jun 2010	8688
734297	08 Jun 2010	8689
734298	09 Jun 2010	8690
734299	10 Jun 2010	8691
734300	11 Jun 2010	8692
734303	14 Jun 2010	8693
734304	15 Jun 2010	8694
734305	16 Jun 2010	8695
734306	17 Jun 2010	8696
734307	18 Jun 2010	8697
734310	21 Jun 2010	8698
734311	22 Jun 2010	8699
734312	23 Jun 2010	8700
734313	24 Jun 2010	8701
734314	25 Jun 2010	8702
734317	28 Jun 2010	8703
734318	29 Jun 2010	8704
734319	30 Jun 2010	8705
734320	01 Jul 2010	8706
734321	02 Jul 2010	8707
734325	06 Jul 2010	8708
734326	07 Jul 2010	8709
734327	08 Jul 2010	8710
734328	09 Jul 2010	8711
734331	12 Jul 2010	8712
734332	13 Jul 2010	8713
734333	14 Jul 2010	8714
734334	15 Jul 2010	8715
734335	16 Jul 2010	8716
734338	19 Jul 2010	8717
734339	20 Jul 2010	8718
734340	21 Jul 2010	8719
734341	22 Jul 2010	8720
734342	23 Jul 2010	8721
734345	26 Jul 2010	8722
734346	27 Jul 2010	8723
734347	28 Jul 2010	8724
734348	29 Jul 2010	8725
734349	30 Jul 2010	8726
734352	02 Aug 2010	8727
734353	03 Aug 2010	8728
734354	04 Aug 2010	8729
734355	05 Aug 2010	8730
734356	06 Aug 2010	8731
734359	09 Aug 2010	8732
734360	10 Aug 2010	8733
734361	11 Aug 2010	8734
734362	12 Aug 2010	8735
734363	13 Aug 2010	8736
734366	16 Aug 2010	8737
734367	17 Aug 2010	8738
734368	18 Aug 2010	8739
734369	19 Aug 2010	8740
734370	20 Aug 2010	8741
734373	23 Aug 2010	8742
734374	24 Aug 2010	8743
734375	25 Aug 2010	8744
734376	26 Aug 2010	8745
734377	27 Aug 2010	8746
734380	30 Aug 2010	8747
734381	31 Aug 2010	8748
734382	01 Sep 2010	8749
734383	02 Sep 2010	8750
734384	03 Sep 2010	8751
734388	07 Sep 2010	8752
734389	08 Sep 2010	8753
734390	09 Sep 2010	8754
734391	10 Sep 2010	8755
734394	13 Sep 2010	8756
734395	14 Sep 2010	8757
734396	15 Sep 2010	8758
734397	16 Sep 2010	8759
734398	17 Sep 2010	8760
734401	20 Sep 2010	8761
734402	21 Sep 2010	8762
734403	22 Sep 2010	8763
734404	23 Sep 2010	8764
734405	24 Sep 2010	8765
734408	27 Sep 2010	8766
734409	28 Sep 2010	8767
734410	29 Sep 2010	8768
734411	30 Sep 2010	8769
734412	01 Oct 2010	8770
734415	04 Oct 2010	8771
734416	05 Oct 2010	8772
734417	06 Oct 2010	8773
734418	07 Oct 2010	8774
734419	08 Oct 2010	8775
734422	11 Oct 2010	8776
734423	12 Oct 2010	8777
734424	13 Oct 2010	8778
734425	14 Oct 2010	8779
734426	15 Oct 2010	8780
734429	18 Oct 2010	8781
734430	19 Oct 2010	8782
734431	20 Oct 2010	8783
734432	21 Oct 2010	8784
734433	22 Oct 2010	8785
734436	25 Oct 2010	8786
734437	26 Oct 2010	8787
734438	27 Oct 2010	8788
734439	28 Oct 2010	8789
734440	29 Oct 2010	8790
734443	01 Nov 2010	8791
734444	02 Nov 2010	8792
734445	03 Nov 2010	8793
734446	04 Nov 2010	8794
734447	05 Nov 2010	8795
734450	08 Nov 2010	8796
734451	09 Nov 2010	8797
734452	10 Nov 2010	8798
734453	11 Nov 2010	8799
734454	12 Nov 2010	8800
734457	15 Nov 2010	8801
734458	16 Nov 2010	8802
734459	17 Nov 2010	8803
734460	18 Nov 2010	8804
734461	19 Nov 2010	8805
734464	22 Nov 2010	8806
734465	23 Nov 2010	8807
734466	24 Nov 2010	8808
734468	26 Nov 2010	8809
734471	29 Nov 2010	8810
734472	30 Nov 2010	8811
734473	01 Dec 2010	8812
734474	02 Dec 2010	8813
734475	03 Dec 2010	8814
734478	06 Dec 2010	8815
734479	07 Dec 2010	8816
734480	08 Dec 2010	8817
734481	09 Dec 2010	8818
734482	10 Dec 2010	8819
734485	13 Dec 2010	8820
734486	14 Dec 2010	8821
734487	15 Dec 2010	8822
734488	16 Dec 2010	8823
734489	17 Dec 2010	8824
734492	20 Dec 2010	8825
734493	21 Dec 2010	8826
734494	22 Dec 2010	8827
734495	23 Dec 2010	8828
734499	27 Dec 2010	8829
734500	28 Dec 2010	8830
734501	29 Dec 2010	8831
734502	30 Dec 2010	8832
734503	31 Dec 2010	8833
734506	03 Jan 2011	8834
734507	04 Jan 2011	8835
734508	05 Jan 2011	8836
734509	06 Jan 2011	8837
734510	07 Jan 2011	8838
734513	10 Jan 2011	8839
734514	11 Jan 2011	8840
734515	12 Jan 2011	8841
734516	13 Jan 2011	8842
734517	14 Jan 2011	8843
734521	18 Jan 2011	8844
734522	19 Jan 2011	8845
734523	20 Jan 2011	8846
734524	21 Jan 2011	8847
734527	24 Jan 2011	8848
734528	25 Jan 2011	8849
734529	26 Jan 2011	8850
734530	27 Jan 2011	8851
734531	28 Jan 2011	8852
734534	31 Jan 2011	8853
734535	01 Feb 2011	8854
734536	02 Feb 2011	8855
734537	03 Feb 2011	8856
734538	04 Feb 2011	8857
734541	07 Feb 2011	8858
734542	08 Feb 2011	8859
734543	09 Feb 2011	8860
734544	10 Feb 2011	8861
734545	11 Feb 2011	8862
734548	14 Feb 2011	8863
734549	15 Feb 2011	8864
734550	16 Feb 2011	8865
734551	17 Feb 2011	8866
734552	18 Feb 2011	8867
734556	22 Feb 2011	8868
734557	23 Feb 2011	8869
734558	24 Feb 2011	8870
734559	25 Feb 2011	8871
734562	28 Feb 2011	8872
734563	01 Mar 2011	8873
734564	02 Mar 2011	8874
734565	03 Mar 2011	8875
734566	04 Mar 2011	8876
734569	07 Mar 2011	8877
734570	08 Mar 2011	8878
734571	09 Mar 2011	8879
734572	10 Mar 2011	8880
734573	11 Mar 2011	8881
734576	14 Mar 2011	8882
734577	15 Mar 2011	8883
734578	16 Mar 2011	8884
734579	17 Mar 2011	8885
734580	18 Mar 2011	8886
734583	21 Mar 2011	8887
734584	22 Mar 2011	8888
734585	23 Mar 2011	8889
734586	24 Mar 2011	8890
734587	25 Mar 2011	8891
734590	28 Mar 2011	8892
734591	29 Mar 2011	8893
734592	30 Mar 2011	8894
734593	31 Mar 2011	8895
734594	01 Apr 2011	8896
734597	04 Apr 2011	8897
734598	05 Apr 2011	8898
734599	06 Apr 2011	8899
734600	07 Apr 2011	8900
734601	08 Apr 2011	8901
734604	11 Apr 2011	8902
734605	12 Apr 2011	8903
734606	13 Apr 2011	8904
734607	14 Apr 2011	8905
734608	15 Apr 2011	8906
734611	18 Apr 2011	8907
734612	19 Apr 2011	8908
734613	20 Apr 2011	8909
734614	21 Apr 2011	8910
734618	25 Apr 2011	8911
734619	26 Apr 2011	8912
734620	27 Apr 2011	8913
734621	28 Apr 2011	8914
734622	29 Apr 2011	8915
734625	02 May 2011	8916
734626	03 May 2011	8917
734627	04 May 2011	8918
734628	05 May 2011	8919
734629	06 May 2011	8920
734632	09 May 2011	8921
734633	10 May 2011	8922
734634	11 May 2011	8923
734635	12 May 2011	8924
734636	13 May 2011	8925
734639	16 May 2011	8926
734640	17 May 2011	8927
734641	18 May 2011	8928
734642	19 May 2011	8929
734643	20 May 2011	8930
734646	23 May 2011	8931
734647	24 May 2011	8932
734648	25 May 2011	8933
734649	26 May 2011	8934
734650	27 May 2011	8935
734654	31 May 2011	8936
734655	01 Jun 2011	8937
734656	02 Jun 2011	8938
734657	03 Jun 2011	8939
734660	06 Jun 2011	8940
734661	07 Jun 2011	8941
734662	08 Jun 2011	8942
734663	09 Jun 2011	8943
734664	10 Jun 2011	8944
734667	13 Jun 2011	8945
734668	14 Jun 2011	8946
734669	15 Jun 2011	8947
734670	16 Jun 2011	8948
734671	17 Jun 2011	8949
734674	20 Jun 2011	8950
734675	21 Jun 2011	8951
734676	22 Jun 2011	8952
734677	23 Jun 2011	8953
734678	24 Jun 2011	8954
734681	27 Jun 2011	8955
734682	28 Jun 2011	8956
734683	29 Jun 2011	8957
734684	30 Jun 2011	8958
734685	01 Jul 2011	8959
734689	05 Jul 2011	8960
734690	06 Jul 2011	8961
734691	07 Jul 2011	8962
734692	08 Jul 2011	8963
734695	11 Jul 2011	8964
734696	12 Jul 2011	8965
734697	13 Jul 2011	8966
734698	14 Jul 2011	8967
734699	15 Jul 2011	8968
734702	18 Jul 2011	8969
734703	19 Jul 2011	8970
734704	20 Jul 2011	8971
734705	21 Jul 2011	8972
734706	22 Jul 2011	8973
734709	25 Jul 2011	8974
734710	26 Jul 2011	8975
734711	27 Jul 2011	8976
734712	28 Jul 2011	8977
734713	29 Jul 2011	8978
734716	01 Aug 2011	8979
734717	02 Aug 2011	8980
734718	03 Aug 2011	8981
734719	04 Aug 2011	8982
734720	05 Aug 2011	8983
734723	08 Aug 2011	8984
734724	09 Aug 2011	8985
734725	10 Aug 2011	8986
734726	11 Aug 2011	8987
734727	12 Aug 2011	8988
734730	15 Aug 2011	8989
734731	16 Aug 2011	8990
734732	17 Aug 2011	8991
734733	18 Aug 2011	8992
734734	19 Aug 2011	8993
734737	22 Aug 2011	8994
734738	23 Aug 2011	8995
734739	24 Aug 2011	8996
734740	25 Aug 2011	8997
734741	26 Aug 2011	8998
734744	29 Aug 2011	8999
734745	30 Aug 2011	9000
734746	31 Aug 2011	9001
734747	01 Sep 2011	9002
734748	02 Sep 2011	9003
734752	06 Sep 2011	9004
734753	07 Sep 2011	9005
734754	08 Sep 2011	9006
734755	09 Sep 2011	9007
734758	12 Sep 2011	9008
734759	13 Sep 2011	9009
734760	14 Sep 2011	9010
734761	15 Sep 2011	9011
734762	16 Sep 2011	9012
734765	19 Sep 2011	9013
734766	20 Sep 2011	9014
734767	21 Sep 2011	9015
734768	22 Sep 2011	9016
734769	23 Sep 2011	9017
734772	26 Sep 2011	9018
734773	27 Sep 2011	9019
734774	28 Sep 2011	9020
734775	29 Sep 2011	9021
734776	30 Sep 2011	9022
734779	03 Oct 2011	9023
734780	04 Oct 2011	9024
734781	05 Oct 2011	9025
734782	06 Oct 2011	9026
734783	07 Oct 2011	9027
734786	10 Oct 2011	9028
734787	11 Oct 2011	9029
734788	12 Oct 2011	9030
734789	13 Oct 2011	9031
734790	14 Oct 2011	9032
734793	17 Oct 2011	9033
734794	18 Oct 2011	9034
734795	19 Oct 2011	9035
734796	20 Oct 2011	9036
734797	21 Oct 2011	9037
734800	24 Oct 2011	9038
734801	25 Oct 2011	9039
734802	26 Oct 2011	9040
734803	27 Oct 2011	9041
734804	28 Oct 2011	9042
734807	31 Oct 2011	9043
734808	01 Nov 2011	9044
734809	02 Nov 2011	9045
734810	03 Nov 2011	9046
734811	04 Nov 2011	9047
734814	07 Nov 2011	9048
734815	08 Nov 2011	9049
734816	09 Nov 2011	9050
734817	10 Nov 2011	9051
734818	11 Nov 2011	9052
734821	14 Nov 2011	9053
734822	15 Nov 2011	9054
734823	16 Nov 2011	9055
734824	17 Nov 2011	9056
734825	18 Nov 2011	9057
734828	21 Nov 2011	9058
734829	22 Nov 2011	9059
734830	23 Nov 2011	9060
734832	25 Nov 2011	9061
734835	28 Nov 2011	9062
734836	29 Nov 2011	9063
734837	30 Nov 2011	9064
734838	01 Dec 2011	9065
734839	02 Dec 2011	9066
734842	05 Dec 2011	9067
734843	06 Dec 2011	9068
734844	07 Dec 2011	9069
734845	08 Dec 2011	9070
734846	09 Dec 2011	9071
734849	12 Dec 2011	9072
734850	13 Dec 2011	9073
734851	14 Dec 2011	9074
734852	15 Dec 2011	9075
734853	16 Dec 2011	9076
734856	19 Dec 2011	9077
734857	20 Dec 2011	9078
734858	21 Dec 2011	9079
734859	22 Dec 2011	9080
734860	23 Dec 2011	9081
734864	27 Dec 2011	9082
734865	28 Dec 2011	9083
734866	29 Dec 2011	9084
734867	30 Dec 2011	9085
734871	03 Jan 2012	9086
734872	04 Jan 2012	9087
734873	05 Jan 2012	9088
734874	06 Jan 2012	9089
734877	09 Jan 2012	9090
734878	10 Jan 2012	9091
734879	11 Jan 2012	9092
734880	12 Jan 2012	9093
734881	13 Jan 2012	9094
734885	17 Jan 2012	9095
734886	18 Jan 2012	9096
734887	19 Jan 2012	9097
734888	20 Jan 2012	9098
734891	23 Jan 2012	9099
734892	24 Jan 2012	9100
734893	25 Jan 2012	9101
734894	26 Jan 2012	9102
734895	27 Jan 2012	9103
734898	30 Jan 2012	9104
734899	31 Jan 2012	9105
734900	01 Feb 2012	9106
734901	02 Feb 2012	9107
734902	03 Feb 2012	9108
734905	06 Feb 2012	9109
734906	07 Feb 2012	9110
734907	08 Feb 2012	9111
734908	09 Feb 2012	9112
734909	10 Feb 2012	9113
734912	13 Feb 2012	9114
734913	14 Feb 2012	9115
734914	15 Feb 2012	9116
734915	16 Feb 2012	9117
734916	17 Feb 2012	9118
734920	21 Feb 2012	9119
734921	22 Feb 2012	9120
734922	23 Feb 2012	9121
734923	24 Feb 2012	9122
734926	27 Feb 2012	9123
734927	28 Feb 2012	9124
734928	29 Feb 2012	9125
734929	01 Mar 2012	9126
734930	02 Mar 2012	9127
734933	05 Mar 2012	9128
734934	06 Mar 2012	9129
734935	07 Mar 2012	9130
734936	08 Mar 2012	9131
734937	09 Mar 2012	9132
734940	12 Mar 2012	9133
734941	13 Mar 2012	9134
734942	14 Mar 2012	9135
734943	15 Mar 2012	9136
734944	16 Mar 2012	9137
734947	19 Mar 2012	9138
734948	20 Mar 2012	9139
734949	21 Mar 2012	9140
734950	22 Mar 2012	9141
734951	23 Mar 2012	9142
734954	26 Mar 2012	9143
734955	27 Mar 2012	9144
734956	28 Mar 2012	9145
734957	29 Mar 2012	9146
734958	30 Mar 2012	9147
734961	02 Apr 2012	9148
734962	03 Apr 2012	9149
734963	04 Apr 2012	9150
734964	05 Apr 2012	9151
734968	09 Apr 2012	9152
734969	10 Apr 2012	9153
734970	11 Apr 2012	9154
734971	12 Apr 2012	9155
734972	13 Apr 2012	9156
734975	16 Apr 2012	9157
734976	17 Apr 2012	9158
734977	18 Apr 2012	9159
734978	19 Apr 2012	9160
734979	20 Apr 2012	9161
734982	23 Apr 2012	9162
734983	24 Apr 2012	9163
734984	25 Apr 2012	9164
734985	26 Apr 2012	9165
734986	27 Apr 2012	9166
734989	30 Apr 2012	9167
734990	01 May 2012	9168
734991	02 May 2012	9169
734992	03 May 2012	9170
734993	04 May 2012	9171
734996	07 May 2012	9172
734997	08 May 2012	9173
734998	09 May 2012	9174
734999	10 May 2012	9175
735000	11 May 2012	9176
735003	14 May 2012	9177
735004	15 May 2012	9178
735005	16 May 2012	9179
735006	17 May 2012	9180
735007	18 May 2012	9181
735010	21 May 2012	9182
735011	22 May 2012	9183
735012	23 May 2012	9184
735013	24 May 2012	9185
735014	25 May 2012	9186
735018	29 May 2012	9187
735019	30 May 2012	9188
735020	31 May 2012	9189
735021	01 Jun 2012	9190
735024	04 Jun 2012	9191
735025	05 Jun 2012	9192
735026	06 Jun 2012	9193
735027	07 Jun 2012	9194
735028	08 Jun 2012	9195
735031	11 Jun 2012	9196
735032	12 Jun 2012	9197
735033	13 Jun 2012	9198
735034	14 Jun 2012	9199
735035	15 Jun 2012	9200
735038	18 Jun 2012	9201
735039	19 Jun 2012	9202
735040	20 Jun 2012	9203
735041	21 Jun 2012	9204
735042	22 Jun 2012	9205
735045	25 Jun 2012	9206
735046	26 Jun 2012	9207
735047	27 Jun 2012	9208
735048	28 Jun 2012	9209
735049	29 Jun 2012	9210
735052	02 Jul 2012	9211
735053	03 Jul 2012	9212
735055	05 Jul 2012	9213
735056	06 Jul 2012	9214
735059	09 Jul 2012	9215
735060	10 Jul 2012	9216
735061	11 Jul 2012	9217
735062	12 Jul 2012	9218
735063	13 Jul 2012	9219
735066	16 Jul 2012	9220
735067	17 Jul 2012	9221
735068	18 Jul 2012	9222
735069	19 Jul 2012	9223
735070	20 Jul 2012	9224
735073	23 Jul 2012	9225
735074	24 Jul 2012	9226
735075	25 Jul 2012	9227
735076	26 Jul 2012	9228
735077	27 Jul 2012	9229
735080	30 Jul 2012	9230
735081	31 Jul 2012	9231
735082	01 Aug 2012	9232
735083	02 Aug 2012	9233
735084	03 Aug 2012	9234
735087	06 Aug 2012	9235
735088	07 Aug 2012	9236
735089	08 Aug 2012	9237
735090	09 Aug 2012	9238
735091	10 Aug 2012	9239
735094	13 Aug 2012	9240
735095	14 Aug 2012	9241
735096	15 Aug 2012	9242
735097	16 Aug 2012	9243
735098	17 Aug 2012	9244
735101	20 Aug 2012	9245
735102	21 Aug 2012	9246
735103	22 Aug 2012	9247
735104	23 Aug 2012	9248
735105	24 Aug 2012	9249
735108	27 Aug 2012	9250
735109	28 Aug 2012	9251
735110	29 Aug 2012	9252
735111	30 Aug 2012	9253
735112	31 Aug 2012	9254
735116	04 Sep 2012	9255
735117	05 Sep 2012	9256
735118	06 Sep 2012	9257
735119	07 Sep 2012	9258
735122	10 Sep 2012	9259
735123	11 Sep 2012	9260
735124	12 Sep 2012	9261
735125	13 Sep 2012	9262
735126	14 Sep 2012	9263
735129	17 Sep 2012	9264
735130	18 Sep 2012	9265
735131	19 Sep 2012	9266
735132	20 Sep 2012	9267
735133	21 Sep 2012	9268
735136	24 Sep 2012	9269
735137	25 Sep 2012	9270
735138	26 Sep 2012	9271
735139	27 Sep 2012	9272
735140	28 Sep 2012	9273
735143	01 Oct 2012	9274
735144	02 Oct 2012	9275
735145	03 Oct 2012	9276
735146	04 Oct 2012	9277
735147	05 Oct 2012	9278
735150	08 Oct 2012	9279
735151	09 Oct 2012	9280
735152	10 Oct 2012	9281
735153	11 Oct 2012	9282
735154	12 Oct 2012	9283
735157	15 Oct 2012	9284
735158	16 Oct 2012	9285
735159	17 Oct 2012	9286
735160	18 Oct 2012	9287
735161	19 Oct 2012	9288
735164	22 Oct 2012	9289
735165	23 Oct 2012	9290
735166	24 Oct 2012	9291
735167	25 Oct 2012	9292
735168	26 Oct 2012	9293
735173	31 Oct 2012	9294
735174	01 Nov 2012	9295
735175	02 Nov 2012	9296
735178	05 Nov 2012	9297
735179	06 Nov 2012	9298
735180	07 Nov 2012	9299
735181	08 Nov 2012	9300
735182	09 Nov 2012	9301
735185	12 Nov 2012	9302
735186	13 Nov 2012	9303
735187	14 Nov 2012	9304
735188	15 Nov 2012	9305
735189	16 Nov 2012	9306
735192	19 Nov 2012	9307
735193	20 Nov 2012	9308
735194	21 Nov 2012	9309
735196	23 Nov 2012	9310
735199	26 Nov 2012	9311
735200	27 Nov 2012	9312
735201	28 Nov 2012	9313
