#<date in matlab serial format>	<date in the format dd mmm yyyy>	<time index>
728440	26 May 1994	4652
728441	27 May 1994	4653
728445	31 May 1994	4654
728446	01 Jun 1994	4655
728447	02 Jun 1994	4656
728448	03 Jun 1994	4657
728451	06 Jun 1994	4658
728452	07 Jun 1994	4659
728453	08 Jun 1994	4660
728454	09 Jun 1994	4661
728455	10 Jun 1994	4662
728458	13 Jun 1994	4663
728459	14 Jun 1994	4664
728460	15 Jun 1994	4665
728461	16 Jun 1994	4666
728462	17 Jun 1994	4667
728465	20 Jun 1994	4668
728466	21 Jun 1994	4669
728467	22 Jun 1994	4670
728468	23 Jun 1994	4671
728469	24 Jun 1994	4672
728472	27 Jun 1994	4673
728473	28 Jun 1994	4674
728474	29 Jun 1994	4675
728475	30 Jun 1994	4676
728476	01 Jul 1994	4677
728480	05 Jul 1994	4678
728481	06 Jul 1994	4679
728482	07 Jul 1994	4680
728483	08 Jul 1994	4681
728486	11 Jul 1994	4682
728487	12 Jul 1994	4683
728488	13 Jul 1994	4684
728489	14 Jul 1994	4685
728490	15 Jul 1994	4686
728493	18 Jul 1994	4687
728494	19 Jul 1994	4688
728495	20 Jul 1994	4689
728496	21 Jul 1994	4690
728497	22 Jul 1994	4691
728500	25 Jul 1994	4692
728501	26 Jul 1994	4693
728502	27 Jul 1994	4694
728503	28 Jul 1994	4695
728504	29 Jul 1994	4696
728507	01 Aug 1994	4697
728508	02 Aug 1994	4698
728509	03 Aug 1994	4699
728510	04 Aug 1994	4700
728511	05 Aug 1994	4701
728514	08 Aug 1994	4702
728515	09 Aug 1994	4703
728516	10 Aug 1994	4704
728517	11 Aug 1994	4705
728518	12 Aug 1994	4706
728521	15 Aug 1994	4707
728522	16 Aug 1994	4708
728523	17 Aug 1994	4709
728524	18 Aug 1994	4710
728525	19 Aug 1994	4711
728528	22 Aug 1994	4712
728529	23 Aug 1994	4713
728530	24 Aug 1994	4714
728531	25 Aug 1994	4715
728532	26 Aug 1994	4716
728535	29 Aug 1994	4717
728536	30 Aug 1994	4718
728537	31 Aug 1994	4719
728538	01 Sep 1994	4720
728539	02 Sep 1994	4721
728543	06 Sep 1994	4722
728544	07 Sep 1994	4723
728545	08 Sep 1994	4724
728546	09 Sep 1994	4725
728549	12 Sep 1994	4726
728550	13 Sep 1994	4727
728551	14 Sep 1994	4728
728552	15 Sep 1994	4729
728553	16 Sep 1994	4730
728556	19 Sep 1994	4731
728557	20 Sep 1994	4732
728558	21 Sep 1994	4733
728559	22 Sep 1994	4734
728560	23 Sep 1994	4735
728563	26 Sep 1994	4736
728564	27 Sep 1994	4737
728565	28 Sep 1994	4738
728566	29 Sep 1994	4739
728567	30 Sep 1994	4740
728570	03 Oct 1994	4741
728571	04 Oct 1994	4742
728572	05 Oct 1994	4743
728573	06 Oct 1994	4744
728574	07 Oct 1994	4745
728577	10 Oct 1994	4746
728578	11 Oct 1994	4747
728579	12 Oct 1994	4748
728580	13 Oct 1994	4749
728581	14 Oct 1994	4750
728584	17 Oct 1994	4751
728585	18 Oct 1994	4752
728586	19 Oct 1994	4753
728587	20 Oct 1994	4754
728588	21 Oct 1994	4755
728591	24 Oct 1994	4756
728592	25 Oct 1994	4757
728593	26 Oct 1994	4758
728594	27 Oct 1994	4759
728595	28 Oct 1994	4760
728598	31 Oct 1994	4761
728599	01 Nov 1994	4762
728600	02 Nov 1994	4763
728601	03 Nov 1994	4764
728602	04 Nov 1994	4765
728605	07 Nov 1994	4766
728606	08 Nov 1994	4767
728607	09 Nov 1994	4768
728608	10 Nov 1994	4769
728609	11 Nov 1994	4770
728612	14 Nov 1994	4771
728613	15 Nov 1994	4772
728614	16 Nov 1994	4773
728615	17 Nov 1994	4774
728616	18 Nov 1994	4775
728619	21 Nov 1994	4776
728620	22 Nov 1994	4777
728621	23 Nov 1994	4778
728623	25 Nov 1994	4779
728626	28 Nov 1994	4780
728627	29 Nov 1994	4781
728628	30 Nov 1994	4782
728629	01 Dec 1994	4783
728630	02 Dec 1994	4784
728633	05 Dec 1994	4785
728634	06 Dec 1994	4786
728635	07 Dec 1994	4787
728636	08 Dec 1994	4788
728637	09 Dec 1994	4789
728640	12 Dec 1994	4790
728641	13 Dec 1994	4791
728642	14 Dec 1994	4792
728643	15 Dec 1994	4793
728644	16 Dec 1994	4794
728647	19 Dec 1994	4795
728648	20 Dec 1994	4796
728649	21 Dec 1994	4797
728650	22 Dec 1994	4798
728651	23 Dec 1994	4799
728655	27 Dec 1994	4800
728656	28 Dec 1994	4801
728657	29 Dec 1994	4802
728658	30 Dec 1994	4803
728662	03 Jan 1995	4804
728663	04 Jan 1995	4805
728664	05 Jan 1995	4806
728665	06 Jan 1995	4807
728668	09 Jan 1995	4808
728669	10 Jan 1995	4809
728670	11 Jan 1995	4810
728671	12 Jan 1995	4811
728672	13 Jan 1995	4812
728675	16 Jan 1995	4813
728676	17 Jan 1995	4814
728677	18 Jan 1995	4815
728678	19 Jan 1995	4816
728679	20 Jan 1995	4817
728682	23 Jan 1995	4818
728683	24 Jan 1995	4819
728684	25 Jan 1995	4820
728685	26 Jan 1995	4821
728686	27 Jan 1995	4822
728689	30 Jan 1995	4823
728690	31 Jan 1995	4824
728691	01 Feb 1995	4825
728692	02 Feb 1995	4826
728693	03 Feb 1995	4827
728696	06 Feb 1995	4828
728697	07 Feb 1995	4829
728698	08 Feb 1995	4830
728699	09 Feb 1995	4831
728700	10 Feb 1995	4832
728703	13 Feb 1995	4833
728704	14 Feb 1995	4834
728705	15 Feb 1995	4835
728706	16 Feb 1995	4836
728707	17 Feb 1995	4837
728711	21 Feb 1995	4838
728712	22 Feb 1995	4839
728713	23 Feb 1995	4840
728714	24 Feb 1995	4841
728717	27 Feb 1995	4842
728718	28 Feb 1995	4843
728719	01 Mar 1995	4844
728720	02 Mar 1995	4845
728721	03 Mar 1995	4846
728724	06 Mar 1995	4847
728725	07 Mar 1995	4848
728726	08 Mar 1995	4849
728727	09 Mar 1995	4850
728728	10 Mar 1995	4851
728731	13 Mar 1995	4852
728732	14 Mar 1995	4853
728733	15 Mar 1995	4854
728734	16 Mar 1995	4855
728735	17 Mar 1995	4856
728738	20 Mar 1995	4857
728739	21 Mar 1995	4858
728740	22 Mar 1995	4859
728741	23 Mar 1995	4860
728742	24 Mar 1995	4861
728745	27 Mar 1995	4862
728746	28 Mar 1995	4863
728747	29 Mar 1995	4864
728748	30 Mar 1995	4865
728749	31 Mar 1995	4866
728752	03 Apr 1995	4867
728753	04 Apr 1995	4868
728754	05 Apr 1995	4869
728755	06 Apr 1995	4870
728756	07 Apr 1995	4871
728759	10 Apr 1995	4872
728760	11 Apr 1995	4873
728761	12 Apr 1995	4874
728762	13 Apr 1995	4875
728766	17 Apr 1995	4876
728767	18 Apr 1995	4877
728768	19 Apr 1995	4878
728769	20 Apr 1995	4879
728770	21 Apr 1995	4880
728773	24 Apr 1995	4881
728774	25 Apr 1995	4882
728775	26 Apr 1995	4883
728776	27 Apr 1995	4884
728777	28 Apr 1995	4885
728780	01 May 1995	4886
728781	02 May 1995	4887
728782	03 May 1995	4888
728783	04 May 1995	4889
728784	05 May 1995	4890
728787	08 May 1995	4891
728788	09 May 1995	4892
728789	10 May 1995	4893
728790	11 May 1995	4894
728791	12 May 1995	4895
728794	15 May 1995	4896
728795	16 May 1995	4897
728796	17 May 1995	4898
728797	18 May 1995	4899
728798	19 May 1995	4900
728801	22 May 1995	4901
728802	23 May 1995	4902
728803	24 May 1995	4903
728804	25 May 1995	4904
728805	26 May 1995	4905
728809	30 May 1995	4906
728810	31 May 1995	4907
728811	01 Jun 1995	4908
728812	02 Jun 1995	4909
728815	05 Jun 1995	4910
728816	06 Jun 1995	4911
728817	07 Jun 1995	4912
728818	08 Jun 1995	4913
728819	09 Jun 1995	4914
728822	12 Jun 1995	4915
728823	13 Jun 1995	4916
728824	14 Jun 1995	4917
728825	15 Jun 1995	4918
728826	16 Jun 1995	4919
728829	19 Jun 1995	4920
728830	20 Jun 1995	4921
728831	21 Jun 1995	4922
728832	22 Jun 1995	4923
728833	23 Jun 1995	4924
728836	26 Jun 1995	4925
728837	27 Jun 1995	4926
728838	28 Jun 1995	4927
728839	29 Jun 1995	4928
728840	30 Jun 1995	4929
728843	03 Jul 1995	4930
728845	05 Jul 1995	4931
728846	06 Jul 1995	4932
728847	07 Jul 1995	4933
728850	10 Jul 1995	4934
728851	11 Jul 1995	4935
728852	12 Jul 1995	4936
728853	13 Jul 1995	4937
728854	14 Jul 1995	4938
728857	17 Jul 1995	4939
728858	18 Jul 1995	4940
728859	19 Jul 1995	4941
728860	20 Jul 1995	4942
728861	21 Jul 1995	4943
728864	24 Jul 1995	4944
728865	25 Jul 1995	4945
728866	26 Jul 1995	4946
728867	27 Jul 1995	4947
728868	28 Jul 1995	4948
728871	31 Jul 1995	4949
728872	01 Aug 1995	4950
728873	02 Aug 1995	4951
728874	03 Aug 1995	4952
728875	04 Aug 1995	4953
728878	07 Aug 1995	4954
728879	08 Aug 1995	4955
728880	09 Aug 1995	4956
728881	10 Aug 1995	4957
728882	11 Aug 1995	4958
728885	14 Aug 1995	4959
728886	15 Aug 1995	4960
728887	16 Aug 1995	4961
728888	17 Aug 1995	4962
728889	18 Aug 1995	4963
728892	21 Aug 1995	4964
728893	22 Aug 1995	4965
728894	23 Aug 1995	4966
728895	24 Aug 1995	4967
728896	25 Aug 1995	4968
728899	28 Aug 1995	4969
728900	29 Aug 1995	4970
728901	30 Aug 1995	4971
728902	31 Aug 1995	4972
728903	01 Sep 1995	4973
728907	05 Sep 1995	4974
728908	06 Sep 1995	4975
728909	07 Sep 1995	4976
728910	08 Sep 1995	4977
728913	11 Sep 1995	4978
728914	12 Sep 1995	4979
728915	13 Sep 1995	4980
728916	14 Sep 1995	4981
728917	15 Sep 1995	4982
728920	18 Sep 1995	4983
728921	19 Sep 1995	4984
728922	20 Sep 1995	4985
728923	21 Sep 1995	4986
728924	22 Sep 1995	4987
728927	25 Sep 1995	4988
728928	26 Sep 1995	4989
728929	27 Sep 1995	4990
728930	28 Sep 1995	4991
728931	29 Sep 1995	4992
728934	02 Oct 1995	4993
728935	03 Oct 1995	4994
728936	04 Oct 1995	4995
728937	05 Oct 1995	4996
728938	06 Oct 1995	4997
728941	09 Oct 1995	4998
728942	10 Oct 1995	4999
728943	11 Oct 1995	5000
728944	12 Oct 1995	5001
728945	13 Oct 1995	5002
728948	16 Oct 1995	5003
728949	17 Oct 1995	5004
728950	18 Oct 1995	5005
728951	19 Oct 1995	5006
728952	20 Oct 1995	5007
728955	23 Oct 1995	5008
728956	24 Oct 1995	5009
728957	25 Oct 1995	5010
728958	26 Oct 1995	5011
728959	27 Oct 1995	5012
728962	30 Oct 1995	5013
728963	31 Oct 1995	5014
728964	01 Nov 1995	5015
728965	02 Nov 1995	5016
728966	03 Nov 1995	5017
728969	06 Nov 1995	5018
728970	07 Nov 1995	5019
728971	08 Nov 1995	5020
728972	09 Nov 1995	5021
728973	10 Nov 1995	5022
728976	13 Nov 1995	5023
728977	14 Nov 1995	5024
728978	15 Nov 1995	5025
728979	16 Nov 1995	5026
728980	17 Nov 1995	5027
728983	20 Nov 1995	5028
728984	21 Nov 1995	5029
728985	22 Nov 1995	5030
728987	24 Nov 1995	5031
728990	27 Nov 1995	5032
728991	28 Nov 1995	5033
728992	29 Nov 1995	5034
728993	30 Nov 1995	5035
728994	01 Dec 1995	5036
728997	04 Dec 1995	5037
728998	05 Dec 1995	5038
728999	06 Dec 1995	5039
729000	07 Dec 1995	5040
729001	08 Dec 1995	5041
729004	11 Dec 1995	5042
729005	12 Dec 1995	5043
729006	13 Dec 1995	5044
729007	14 Dec 1995	5045
729008	15 Dec 1995	5046
729011	18 Dec 1995	5047
729012	19 Dec 1995	5048
729013	20 Dec 1995	5049
729014	21 Dec 1995	5050
729015	22 Dec 1995	5051
729019	26 Dec 1995	5052
729020	27 Dec 1995	5053
729021	28 Dec 1995	5054
729022	29 Dec 1995	5055
729026	02 Jan 1996	5056
729027	03 Jan 1996	5057
729028	04 Jan 1996	5058
729029	05 Jan 1996	5059
729032	08 Jan 1996	5060
729033	09 Jan 1996	5061
729034	10 Jan 1996	5062
729035	11 Jan 1996	5063
729036	12 Jan 1996	5064
729039	15 Jan 1996	5065
729040	16 Jan 1996	5066
729041	17 Jan 1996	5067
729042	18 Jan 1996	5068
729043	19 Jan 1996	5069
729046	22 Jan 1996	5070
729047	23 Jan 1996	5071
729048	24 Jan 1996	5072
729049	25 Jan 1996	5073
729050	26 Jan 1996	5074
729053	29 Jan 1996	5075
729054	30 Jan 1996	5076
729055	31 Jan 1996	5077
729056	01 Feb 1996	5078
729057	02 Feb 1996	5079
729060	05 Feb 1996	5080
729061	06 Feb 1996	5081
729062	07 Feb 1996	5082
729063	08 Feb 1996	5083
729064	09 Feb 1996	5084
729067	12 Feb 1996	5085
729068	13 Feb 1996	5086
729069	14 Feb 1996	5087
729070	15 Feb 1996	5088
729071	16 Feb 1996	5089
729075	20 Feb 1996	5090
729076	21 Feb 1996	5091
729077	22 Feb 1996	5092
729078	23 Feb 1996	5093
729081	26 Feb 1996	5094
729082	27 Feb 1996	5095
729083	28 Feb 1996	5096
729084	29 Feb 1996	5097
729085	01 Mar 1996	5098
729088	04 Mar 1996	5099
729089	05 Mar 1996	5100
729090	06 Mar 1996	5101
729091	07 Mar 1996	5102
729092	08 Mar 1996	5103
729095	11 Mar 1996	5104
729096	12 Mar 1996	5105
729097	13 Mar 1996	5106
729098	14 Mar 1996	5107
729099	15 Mar 1996	5108
729102	18 Mar 1996	5109
729103	19 Mar 1996	5110
729104	20 Mar 1996	5111
729105	21 Mar 1996	5112
729106	22 Mar 1996	5113
729109	25 Mar 1996	5114
729110	26 Mar 1996	5115
729111	27 Mar 1996	5116
729112	28 Mar 1996	5117
729113	29 Mar 1996	5118
729116	01 Apr 1996	5119
729117	02 Apr 1996	5120
729118	03 Apr 1996	5121
729119	04 Apr 1996	5122
729123	08 Apr 1996	5123
729124	09 Apr 1996	5124
729125	10 Apr 1996	5125
729126	11 Apr 1996	5126
729127	12 Apr 1996	5127
729130	15 Apr 1996	5128
729131	16 Apr 1996	5129
729132	17 Apr 1996	5130
729133	18 Apr 1996	5131
729134	19 Apr 1996	5132
729137	22 Apr 1996	5133
729138	23 Apr 1996	5134
729139	24 Apr 1996	5135
729140	25 Apr 1996	5136
729141	26 Apr 1996	5137
729144	29 Apr 1996	5138
729145	30 Apr 1996	5139
729146	01 May 1996	5140
729147	02 May 1996	5141
729148	03 May 1996	5142
729151	06 May 1996	5143
729152	07 May 1996	5144
729153	08 May 1996	5145
729154	09 May 1996	5146
729155	10 May 1996	5147
729158	13 May 1996	5148
729159	14 May 1996	5149
729160	15 May 1996	5150
729161	16 May 1996	5151
729162	17 May 1996	5152
729165	20 May 1996	5153
729166	21 May 1996	5154
729167	22 May 1996	5155
729168	23 May 1996	5156
729169	24 May 1996	5157
729173	28 May 1996	5158
729174	29 May 1996	5159
729175	30 May 1996	5160
729176	31 May 1996	5161
729179	03 Jun 1996	5162
729180	04 Jun 1996	5163
729181	05 Jun 1996	5164
729182	06 Jun 1996	5165
729183	07 Jun 1996	5166
729186	10 Jun 1996	5167
729187	11 Jun 1996	5168
729188	12 Jun 1996	5169
729189	13 Jun 1996	5170
729190	14 Jun 1996	5171
729193	17 Jun 1996	5172
729194	18 Jun 1996	5173
729195	19 Jun 1996	5174
729196	20 Jun 1996	5175
729197	21 Jun 1996	5176
729200	24 Jun 1996	5177
729201	25 Jun 1996	5178
729202	26 Jun 1996	5179
729203	27 Jun 1996	5180
729204	28 Jun 1996	5181
729207	01 Jul 1996	5182
729208	02 Jul 1996	5183
729209	03 Jul 1996	5184
729211	05 Jul 1996	5185
729214	08 Jul 1996	5186
729215	09 Jul 1996	5187
729216	10 Jul 1996	5188
729217	11 Jul 1996	5189
729218	12 Jul 1996	5190
729221	15 Jul 1996	5191
729222	16 Jul 1996	5192
729223	17 Jul 1996	5193
729224	18 Jul 1996	5194
729225	19 Jul 1996	5195
729228	22 Jul 1996	5196
729229	23 Jul 1996	5197
729230	24 Jul 1996	5198
729231	25 Jul 1996	5199
729232	26 Jul 1996	5200
729235	29 Jul 1996	5201
729236	30 Jul 1996	5202
729237	31 Jul 1996	5203
729238	01 Aug 1996	5204
729239	02 Aug 1996	5205
729242	05 Aug 1996	5206
729243	06 Aug 1996	5207
729244	07 Aug 1996	5208
729245	08 Aug 1996	5209
729246	09 Aug 1996	5210
729249	12 Aug 1996	5211
729250	13 Aug 1996	5212
729251	14 Aug 1996	5213
729252	15 Aug 1996	5214
729253	16 Aug 1996	5215
729256	19 Aug 1996	5216
729257	20 Aug 1996	5217
729258	21 Aug 1996	5218
729259	22 Aug 1996	5219
729260	23 Aug 1996	5220
729263	26 Aug 1996	5221
729264	27 Aug 1996	5222
729265	28 Aug 1996	5223
729266	29 Aug 1996	5224
729267	30 Aug 1996	5225
729271	03 Sep 1996	5226
729272	04 Sep 1996	5227
729273	05 Sep 1996	5228
729274	06 Sep 1996	5229
729277	09 Sep 1996	5230
729278	10 Sep 1996	5231
729279	11 Sep 1996	5232
729280	12 Sep 1996	5233
729281	13 Sep 1996	5234
729284	16 Sep 1996	5235
729285	17 Sep 1996	5236
729286	18 Sep 1996	5237
729287	19 Sep 1996	5238
729288	20 Sep 1996	5239
729291	23 Sep 1996	5240
729292	24 Sep 1996	5241
729293	25 Sep 1996	5242
729294	26 Sep 1996	5243
729295	27 Sep 1996	5244
729298	30 Sep 1996	5245
729299	01 Oct 1996	5246
729300	02 Oct 1996	5247
729301	03 Oct 1996	5248
729302	04 Oct 1996	5249
729305	07 Oct 1996	5250
729306	08 Oct 1996	5251
729307	09 Oct 1996	5252
729308	10 Oct 1996	5253
729309	11 Oct 1996	5254
729312	14 Oct 1996	5255
729313	15 Oct 1996	5256
729314	16 Oct 1996	5257
729315	17 Oct 1996	5258
729316	18 Oct 1996	5259
729319	21 Oct 1996	5260
729320	22 Oct 1996	5261
729321	23 Oct 1996	5262
729322	24 Oct 1996	5263
729323	25 Oct 1996	5264
729326	28 Oct 1996	5265
729327	29 Oct 1996	5266
729328	30 Oct 1996	5267
729329	31 Oct 1996	5268
729330	01 Nov 1996	5269
729333	04 Nov 1996	5270
729334	05 Nov 1996	5271
729335	06 Nov 1996	5272
729336	07 Nov 1996	5273
729337	08 Nov 1996	5274
729340	11 Nov 1996	5275
729341	12 Nov 1996	5276
729342	13 Nov 1996	5277
729343	14 Nov 1996	5278
729344	15 Nov 1996	5279
729347	18 Nov 1996	5280
729348	19 Nov 1996	5281
729349	20 Nov 1996	5282
729350	21 Nov 1996	5283
729351	22 Nov 1996	5284
729354	25 Nov 1996	5285
729355	26 Nov 1996	5286
729356	27 Nov 1996	5287
729358	29 Nov 1996	5288
729361	02 Dec 1996	5289
729362	03 Dec 1996	5290
729363	04 Dec 1996	5291
729364	05 Dec 1996	5292
729365	06 Dec 1996	5293
729368	09 Dec 1996	5294
729369	10 Dec 1996	5295
729370	11 Dec 1996	5296
729371	12 Dec 1996	5297
729372	13 Dec 1996	5298
729375	16 Dec 1996	5299
729376	17 Dec 1996	5300
729377	18 Dec 1996	5301
729378	19 Dec 1996	5302
729379	20 Dec 1996	5303
729382	23 Dec 1996	5304
729383	24 Dec 1996	5305
729385	26 Dec 1996	5306
729386	27 Dec 1996	5307
729389	30 Dec 1996	5308
729390	31 Dec 1996	5309
729392	02 Jan 1997	5310
729393	03 Jan 1997	5311
729396	06 Jan 1997	5312
729397	07 Jan 1997	5313
729398	08 Jan 1997	5314
729399	09 Jan 1997	5315
729400	10 Jan 1997	5316
729403	13 Jan 1997	5317
729404	14 Jan 1997	5318
729405	15 Jan 1997	5319
729406	16 Jan 1997	5320
729407	17 Jan 1997	5321
729410	20 Jan 1997	5322
729411	21 Jan 1997	5323
729412	22 Jan 1997	5324
729413	23 Jan 1997	5325
729414	24 Jan 1997	5326
729417	27 Jan 1997	5327
729418	28 Jan 1997	5328
729419	29 Jan 1997	5329
729420	30 Jan 1997	5330
729421	31 Jan 1997	5331
729424	03 Feb 1997	5332
729425	04 Feb 1997	5333
729426	05 Feb 1997	5334
729427	06 Feb 1997	5335
729428	07 Feb 1997	5336
729431	10 Feb 1997	5337
729432	11 Feb 1997	5338
729433	12 Feb 1997	5339
729434	13 Feb 1997	5340
729435	14 Feb 1997	5341
729439	18 Feb 1997	5342
729440	19 Feb 1997	5343
729441	20 Feb 1997	5344
729442	21 Feb 1997	5345
729445	24 Feb 1997	5346
729446	25 Feb 1997	5347
729447	26 Feb 1997	5348
729448	27 Feb 1997	5349
729449	28 Feb 1997	5350
729452	03 Mar 1997	5351
729453	04 Mar 1997	5352
729454	05 Mar 1997	5353
729455	06 Mar 1997	5354
729456	07 Mar 1997	5355
729459	10 Mar 1997	5356
729460	11 Mar 1997	5357
729461	12 Mar 1997	5358
729462	13 Mar 1997	5359
729463	14 Mar 1997	5360
729466	17 Mar 1997	5361
729467	18 Mar 1997	5362
729468	19 Mar 1997	5363
729469	20 Mar 1997	5364
729470	21 Mar 1997	5365
729473	24 Mar 1997	5366
729474	25 Mar 1997	5367
729475	26 Mar 1997	5368
729476	27 Mar 1997	5369
729480	31 Mar 1997	5370
729481	01 Apr 1997	5371
729482	02 Apr 1997	5372
729483	03 Apr 1997	5373
729484	04 Apr 1997	5374
729487	07 Apr 1997	5375
729488	08 Apr 1997	5376
729489	09 Apr 1997	5377
729490	10 Apr 1997	5378
729491	11 Apr 1997	5379
729494	14 Apr 1997	5380
729495	15 Apr 1997	5381
729496	16 Apr 1997	5382
729497	17 Apr 1997	5383
729498	18 Apr 1997	5384
729501	21 Apr 1997	5385
729502	22 Apr 1997	5386
729503	23 Apr 1997	5387
729504	24 Apr 1997	5388
729505	25 Apr 1997	5389
729508	28 Apr 1997	5390
729509	29 Apr 1997	5391
729510	30 Apr 1997	5392
729511	01 May 1997	5393
729512	02 May 1997	5394
729515	05 May 1997	5395
729516	06 May 1997	5396
729517	07 May 1997	5397
729518	08 May 1997	5398
729519	09 May 1997	5399
729522	12 May 1997	5400
729523	13 May 1997	5401
729524	14 May 1997	5402
729525	15 May 1997	5403
729526	16 May 1997	5404
729529	19 May 1997	5405
729530	20 May 1997	5406
729531	21 May 1997	5407
729532	22 May 1997	5408
729533	23 May 1997	5409
729537	27 May 1997	5410
729538	28 May 1997	5411
729539	29 May 1997	5412
729540	30 May 1997	5413
729543	02 Jun 1997	5414
729544	03 Jun 1997	5415
729545	04 Jun 1997	5416
729546	05 Jun 1997	5417
729547	06 Jun 1997	5418
729550	09 Jun 1997	5419
729551	10 Jun 1997	5420
729552	11 Jun 1997	5421
729553	12 Jun 1997	5422
729554	13 Jun 1997	5423
729557	16 Jun 1997	5424
729558	17 Jun 1997	5425
729559	18 Jun 1997	5426
729560	19 Jun 1997	5427
729561	20 Jun 1997	5428
729564	23 Jun 1997	5429
729565	24 Jun 1997	5430
729566	25 Jun 1997	5431
729567	26 Jun 1997	5432
729568	27 Jun 1997	5433
729571	30 Jun 1997	5434
729572	01 Jul 1997	5435
729573	02 Jul 1997	5436
729574	03 Jul 1997	5437
729578	07 Jul 1997	5438
729579	08 Jul 1997	5439
729580	09 Jul 1997	5440
729581	10 Jul 1997	5441
729582	11 Jul 1997	5442
729585	14 Jul 1997	5443
729586	15 Jul 1997	5444
729587	16 Jul 1997	5445
729588	17 Jul 1997	5446
729589	18 Jul 1997	5447
729592	21 Jul 1997	5448
729593	22 Jul 1997	5449
729594	23 Jul 1997	5450
729595	24 Jul 1997	5451
729596	25 Jul 1997	5452
729599	28 Jul 1997	5453
729600	29 Jul 1997	5454
729601	30 Jul 1997	5455
729602	31 Jul 1997	5456
729603	01 Aug 1997	5457
729606	04 Aug 1997	5458
729607	05 Aug 1997	5459
729608	06 Aug 1997	5460
729609	07 Aug 1997	5461
729610	08 Aug 1997	5462
729613	11 Aug 1997	5463
729614	12 Aug 1997	5464
729615	13 Aug 1997	5465
729616	14 Aug 1997	5466
729617	15 Aug 1997	5467
729620	18 Aug 1997	5468
729621	19 Aug 1997	5469
729622	20 Aug 1997	5470
729623	21 Aug 1997	5471
729624	22 Aug 1997	5472
729627	25 Aug 1997	5473
729628	26 Aug 1997	5474
729629	27 Aug 1997	5475
729630	28 Aug 1997	5476
729631	29 Aug 1997	5477
729635	02 Sep 1997	5478
729636	03 Sep 1997	5479
729637	04 Sep 1997	5480
729638	05 Sep 1997	5481
729641	08 Sep 1997	5482
729642	09 Sep 1997	5483
729643	10 Sep 1997	5484
729644	11 Sep 1997	5485
729645	12 Sep 1997	5486
729648	15 Sep 1997	5487
729649	16 Sep 1997	5488
729650	17 Sep 1997	5489
729651	18 Sep 1997	5490
729652	19 Sep 1997	5491
729655	22 Sep 1997	5492
729656	23 Sep 1997	5493
729657	24 Sep 1997	5494
729658	25 Sep 1997	5495
729659	26 Sep 1997	5496
729662	29 Sep 1997	5497
729663	30 Sep 1997	5498
729664	01 Oct 1997	5499
729665	02 Oct 1997	5500
729666	03 Oct 1997	5501
729669	06 Oct 1997	5502
729670	07 Oct 1997	5503
729671	08 Oct 1997	5504
729672	09 Oct 1997	5505
729673	10 Oct 1997	5506
729676	13 Oct 1997	5507
729677	14 Oct 1997	5508
729678	15 Oct 1997	5509
729679	16 Oct 1997	5510
729680	17 Oct 1997	5511
729683	20 Oct 1997	5512
729684	21 Oct 1997	5513
729685	22 Oct 1997	5514
729686	23 Oct 1997	5515
729687	24 Oct 1997	5516
729690	27 Oct 1997	5517
729691	28 Oct 1997	5518
729692	29 Oct 1997	5519
729693	30 Oct 1997	5520
729694	31 Oct 1997	5521
729697	03 Nov 1997	5522
729698	04 Nov 1997	5523
729699	05 Nov 1997	5524
729700	06 Nov 1997	5525
729701	07 Nov 1997	5526
729704	10 Nov 1997	5527
729705	11 Nov 1997	5528
729706	12 Nov 1997	5529
729707	13 Nov 1997	5530
729708	14 Nov 1997	5531
729711	17 Nov 1997	5532
729712	18 Nov 1997	5533
729713	19 Nov 1997	5534
729714	20 Nov 1997	5535
729715	21 Nov 1997	5536
729718	24 Nov 1997	5537
729719	25 Nov 1997	5538
729720	26 Nov 1997	5539
729722	28 Nov 1997	5540
729725	01 Dec 1997	5541
729726	02 Dec 1997	5542
729727	03 Dec 1997	5543
729728	04 Dec 1997	5544
729729	05 Dec 1997	5545
729732	08 Dec 1997	5546
729733	09 Dec 1997	5547
729734	10 Dec 1997	5548
729735	11 Dec 1997	5549
729736	12 Dec 1997	5550
729739	15 Dec 1997	5551
729740	16 Dec 1997	5552
729741	17 Dec 1997	5553
729742	18 Dec 1997	5554
729743	19 Dec 1997	5555
729746	22 Dec 1997	5556
729747	23 Dec 1997	5557
729748	24 Dec 1997	5558
729750	26 Dec 1997	5559
729753	29 Dec 1997	5560
729754	30 Dec 1997	5561
729755	31 Dec 1997	5562
729757	02 Jan 1998	5563
729760	05 Jan 1998	5564
729761	06 Jan 1998	5565
729762	07 Jan 1998	5566
729763	08 Jan 1998	5567
729764	09 Jan 1998	5568
729767	12 Jan 1998	5569
729768	13 Jan 1998	5570
729769	14 Jan 1998	5571
729770	15 Jan 1998	5572
729771	16 Jan 1998	5573
729775	20 Jan 1998	5574
729776	21 Jan 1998	5575
729777	22 Jan 1998	5576
729778	23 Jan 1998	5577
729781	26 Jan 1998	5578
729782	27 Jan 1998	5579
729783	28 Jan 1998	5580
729784	29 Jan 1998	5581
729785	30 Jan 1998	5582
729788	02 Feb 1998	5583
729789	03 Feb 1998	5584
729790	04 Feb 1998	5585
729791	05 Feb 1998	5586
729792	06 Feb 1998	5587
729795	09 Feb 1998	5588
729796	10 Feb 1998	5589
729797	11 Feb 1998	5590
729798	12 Feb 1998	5591
